ID_YPS,SPP,GENUS,SPECIES,FAMILY,LIANA,FOREST
OLANACEX5,ANACEX,Anacardium,excelsum,Anacardiaceae,0,Oleoducto
OLANACEX6,ANACEX,Anacardium,excelsum,Anacardiaceae,0,Oleoducto
SHTAPIGU1,TAPIGU,Tapirira,guianensis,Anacardiaceae,0,Sherman
SHTAPIGU2,TAPIGU,Tapirira,guianensis,Anacardiaceae,0,Sherman
SHTAPIGU3,TAPIGU,Tapirira,guianensis,Anacardiaceae,0,Sherman
SHTAPIGU4,TAPIGU,Tapirira,guianensis,Anacardiaceae,0,Sherman
SHTAPIGU5,TAPIGU,Tapirira,guianensis,Anacardiaceae,0,Sherman
SHTAPIGU6,TAPIGU,Tapirira,guianensis,Anacardiaceae,0,Sherman
PPANNOHA1,ANNOHA,Annona,hayesii,Annonaceae,0,Panama Pacifico
PPANNOHA2,ANNOHA,Annona,hayesii,Annonaceae,0,Panama Pacifico
PPANNOHA3,ANNOHA,Annona,hayesii,Annonaceae,0,Panama Pacifico
PPANNOHA4,ANNOHA,Annona,hayesii,Annonaceae,0,Panama Pacifico
PPANNOHA5,ANNOHA,Annona,hayesii,Annonaceae,0,Panama Pacifico
PPANNOHA6,ANNOHA,Annona,hayesii,Annonaceae,0,Panama Pacifico
PMANNOHA1,ANNOHA,Annona,hayesii,Annonaceae,0,Metropolitano
PMANNOHA2,ANNOHA,Annona,hayesii,Annonaceae,0,Metropolitano
PMANNOHA3,ANNOHA,Annona,hayesii,Annonaceae,0,Metropolitano
PMANNOHA4,ANNOHA,Annona,hayesii,Annonaceae,0,Metropolitano
PMANNOHA5,ANNOHA,Annona,hayesii,Annonaceae,0,Metropolitano
PMANNOHA6,ANNOHA,Annona,hayesii,Annonaceae,0,Metropolitano
PMANNOSP1,ANNOSP,Annona,spraguei,Annonaceae,0,Metropolitano
PMANNOSP2,ANNOSP,Annona,spraguei,Annonaceae,0,Metropolitano
PMANNOSP3,ANNOSP,Annona,spraguei,Annonaceae,0,Metropolitano
PMANNOSP4,ANNOSP,Annona,spraguei,Annonaceae,0,Metropolitano
PMANNOSP5,ANNOSP,Annona,spraguei,Annonaceae,0,Metropolitano
PMANNOSP6,ANNOSP,Annona,spraguei,Annonaceae,0,Metropolitano
CHANNOHA1,ANNOHA,Annona,hayesii,Annonaceae,0,Charco
CHANNOHA2,ANNOHA,Annona,hayesii,Annonaceae,0,Charco
CHANNOHA3,ANNOHA,Annona,hayesii,Annonaceae,0,Charco
CHANNOHA4,ANNOHA,Annona,hayesii,Annonaceae,0,Charco
CHANNOHA5,ANNOHA,Annona,hayesii,Annonaceae,0,Charco
CHANNOHA6,ANNOHA,Annona,hayesii,Annonaceae,0,Charco
OLOXANLO1,OXANLO,Oxandra,longipetala,Annonaceae,0,Oleoducto
OLOXANLO2,OXANLO,Oxandra,longipetala,Annonaceae,0,Oleoducto
OLOXANLO3,OXANLO,Oxandra,longipetala,Annonaceae,0,Oleoducto
OLOXANLO4,OXANLO,Oxandra,longipetala,Annonaceae,0,Oleoducto
OLOXANLO5,OXANLO,Oxandra,longipetala,Annonaceae,0,Oleoducto
OLOXANLO6,OXANLO,Oxandra,longipetala,Annonaceae,0,Oleoducto
OLDES2PA1,DES2PA,Desmopsis,panamensis,Annonaceae,0,Oleoducto
OLDES2PA2,DES2PA,Desmopsis,panamensis,Annonaceae,0,Oleoducto
OLDES2PA3,DES2PA,Desmopsis,panamensis,Annonaceae,0,Oleoducto
OLDES2PA4,DES2PA,Desmopsis,panamensis,Annonaceae,0,Oleoducto
OLDES2PA5,DES2PA,Desmopsis,panamensis,Annonaceae,0,Oleoducto
OLDES2PA6,DES2PA,Desmopsis,panamensis,Annonaceae,0,Oleoducto
BVGUATAM1,GUATAM,Guatteria,amplifolia,Annonaceae,0,Buena Vista
BVGUATAM2,GUATAM,Guatteria,amplifolia,Annonaceae,0,Buena Vista
BVGUATAM3,GUATAM,Guatteria,amplifolia,Annonaceae,0,Buena Vista
BVGUATAM4,GUATAM,Guatteria,amplifolia,Annonaceae,0,Buena Vista
BVGUATAM5,GUATAM,Guatteria,amplifolia,Annonaceae,0,Buena Vista
BVGUATAM6,GUATAM,Guatteria,amplifolia,Annonaceae,0,Buena Vista
BVDES2PA1,DES2PA,Desmopsis,panamensis,Annonaceae,0,Buena Vista
BVDES2PA2,DES2PA,Desmopsis,panamensis,Annonaceae,0,Buena Vista
BVDES2PA3,DES2PA,Desmopsis,panamensis,Annonaceae,0,Buena Vista
BVDES2PA4,DES2PA,Desmopsis,panamensis,Annonaceae,0,Buena Vista
BVDES2PA5,DES2PA,Desmopsis,panamensis,Annonaceae,0,Buena Vista
BVDES2PA6,DES2PA,Desmopsis,panamensis,Annonaceae,0,Buena Vista
SRANAXAL1,ANAXAL,Anaxagorea,allenii,Annonaceae,0,Santa Rita
SRANAXAL2,ANAXAL,Anaxagorea,allenii,Annonaceae,0,Santa Rita
SRANAXAL3,ANAXAL,Anaxagorea,allenii,Annonaceae,0,Santa Rita
SRANAXAL4,ANAXAL,Anaxagorea,allenii,Annonaceae,0,Santa Rita
SRANAXAL5,ANAXAL,Anaxagorea,allenii,Annonaceae,0,Santa Rita
SRANAXAL6,ANAXAL,Anaxagorea,allenii,Annonaceae,0,Santa Rita
SHCREMPA1,CREMPA,Cremastosperma,panamense,Annonaceae,0,Sherman
SHCREMPA2,CREMPA,Cremastosperma,panamense,Annonaceae,0,Sherman
SHCREMPA3,CREMPA,Cremastosperma,panamense,Annonaceae,0,Sherman
SHCREMPA4,CREMPA,Cremastosperma,panamense,Annonaceae,0,Sherman
SHCREMPA5,CREMPA,Cremastosperma,panamense,Annonaceae,0,Sherman
SHCREMPA6,CREMPA,Cremastosperma,panamense,Annonaceae,0,Sherman
SHUNONBU1,UNONBU,Unonopsis,bullata,Annonaceae,0,Sherman
SHUNONBU2,UNONBU,Unonopsis,bullata,Annonaceae,0,Sherman
SHUNONBU3,UNONBU,Unonopsis,bullata,Annonaceae,0,Sherman
SHUNONBU4,UNONBU,Unonopsis,bullata,Annonaceae,0,Sherman
SHUNONBU5,UNONBU,Unonopsis,bullata,Annonaceae,0,Sherman
SHUNONBU6,UNONBU,Unonopsis,bullata,Annonaceae,0,Sherman
PEA0002,DES2PA,Desmopsis,Desmopsis panamensis,Annonaceae,0,PEA
PEA0010,DES2PA,Desmopsis,Desmopsis panamensis,Annonaceae,0,PEA
PEA0046,DES2PA,Desmopsis,Desmopsis panamensis,Annonaceae,0,PEA
PEA0106,DES2PA,Desmopsis,Desmopsis panamensis,Annonaceae,0,PEA
PEA0147,DES2PA,Desmopsis,Desmopsis panamensis,Annonaceae,0,PEA
PEA0191,DES2PA,Desmopsis,Desmopsis panamensis,Annonaceae,0,PEA
PEA0193,DES2PA,Desmopsis,Desmopsis panamensis,Annonaceae,0,PEA
PEA0205,DES2PA,Desmopsis,Desmopsis panamensis,Annonaceae,0,PEA
PEA0221,DES2PA,Desmopsis,Desmopsis panamensis,Annonaceae,0,PEA
PEA0353,DES2PA,Desmopsis,Desmopsis panamensis,Annonaceae,0,PEA
CHFORSVI1,FORSVI,Forsteronia,viridescens,Apocynaceae,1,Charco
CHFORSVI2,FORSVI,Forsteronia,viridescens,Apocynaceae,1,Charco
CHFORSVI3,FORSVI,Forsteronia,viridescens,Apocynaceae,1,Charco
CHFORSVI4,FORSVI,Forsteronia,viridescens,Apocynaceae,1,Charco
CHFORSVI5,FORSVI,Forsteronia,viridescens,Apocynaceae,1,Charco
CHFORSVI6,FORSVI,Forsteronia,viridescens,Apocynaceae,1,Charco
BVASPICR1,ASPICR,Aspidosperma,spruceanum,Apocynaceae,0,Buena Vista
BVASPICR2,ASPICR,Aspidosperma,spruceanum,Apocynaceae,0,Buena Vista
BVASPICR3,ASPICR,Aspidosperma,spruceanum,Apocynaceae,0,Buena Vista
BVASPICR4,ASPICR,Aspidosperma,spruceanum,Apocynaceae,0,Buena Vista
BVASPICR5,ASPICR,Aspidosperma,spruceanum,Apocynaceae,0,Buena Vista
BVASPICR6,ASPICR,Aspidosperma,spruceanum,Apocynaceae,0,Buena Vista
SRTAB2UN1,TAB2UN,Tabernaemontana,undulata,Apocynaceae,0,Santa Rita
SRTAB2UN2,TAB2UN,Tabernaemontana,undulata,Apocynaceae,0,Santa Rita
SRTAB2UN3,TAB2UN,Tabernaemontana,undulata,Apocynaceae,0,Santa Rita
SRTAB2UN4,TAB2UN,Tabernaemontana,undulata,Apocynaceae,0,Santa Rita
SRTAB2UN5,TAB2UN,Tabernaemontana,undulata,Apocynaceae,0,Santa Rita
SRTAB2UN6,TAB2UN,Tabernaemontana,undulata,Apocynaceae,0,Santa Rita
SRFORSVI1,FORSVI,Forsteronia,viridescens,Apocynaceae,1,Santa Rita
SRFORSVI2,FORSVI,Forsteronia,viridescens,Apocynaceae,1,Santa Rita
SRFORSVI3,FORSVI,Forsteronia,viridescens,Apocynaceae,1,Santa Rita
SRFORSVI4,FORSVI,Forsteronia,viridescens,Apocynaceae,1,Santa Rita
SRFORSVI5,FORSVI,Forsteronia,viridescens,Apocynaceae,1,Santa Rita
SRFORSVI6,FORSVI,Forsteronia,viridescens,Apocynaceae,1,Santa Rita
SHASPICR1,ASPICR,Aspidosperma,spruceanum,Apocynaceae,0,Sherman
SHASPICR2,ASPICR,Aspidosperma,spruceanum,Apocynaceae,0,Sherman
SHASPICR3,ASPICR,Aspidosperma,spruceanum,Apocynaceae,0,Sherman
SHASPICR4,ASPICR,Aspidosperma,spruceanum,Apocynaceae,0,Sherman
SHASPICR5,ASPICR,Aspidosperma,spruceanum,Apocynaceae,0,Sherman
SHASPICR6,ASPICR,Aspidosperma,spruceanum,Apocynaceae,0,Sherman
SHLACMPA1,LACMPA,Lacmellea,panamensis,Apocynaceae,0,Sherman
SHLACMPA2,LACMPA,Lacmellea,panamensis,Apocynaceae,0,Sherman
SHLACMPA3,LACMPA,Lacmellea,panamensis,Apocynaceae,0,Sherman
SHLACMPA4,LACMPA,Lacmellea,panamensis,Apocynaceae,0,Sherman
SHLACMPA5,LACMPA,Lacmellea,panamensis,Apocynaceae,0,Sherman
SHLACMPA6,LACMPA,Lacmellea,panamensis,Apocynaceae,0,Sherman
PPPHRYCO1,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Panama Pacifico
PPPHRYCO2,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Panama Pacifico
PPPHRYCO3,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Panama Pacifico
PPPHRYCO4,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Panama Pacifico
PPPHRYCO5,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Panama Pacifico
PPPHRYCO6,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Panama Pacifico
PPPAR1PY1,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Panama Pacifico
PPPAR1PY2,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Panama Pacifico
PPPAR1PY3,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Panama Pacifico
PPPAR1PY4,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Panama Pacifico
PPPAR1PY5,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Panama Pacifico
PPPAR1PY6,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Panama Pacifico
PPCALLLA1,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Panama Pacifico
PPCALLLA2,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Panama Pacifico
PPCALLLA3,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Panama Pacifico
PPCALLLA4,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Panama Pacifico
PPCALLLA5,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Panama Pacifico
PPCALLLA6,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Panama Pacifico
PPSTIZRI1,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Panama Pacifico
PPSTIZRI2,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Panama Pacifico
PPSTIZRI3,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Panama Pacifico
PPSTIZRI4,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Panama Pacifico
PPSTIZRI5,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Panama Pacifico
PPSTIZRI6,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Panama Pacifico
PPPLEOVA1,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Panama Pacifico
PPPLEOVA2,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Panama Pacifico
PPPLEOVA3,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Panama Pacifico
PPPLEOVA4,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Panama Pacifico
PPPLEOVA5,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Panama Pacifico
PPPLEOVA6,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Panama Pacifico
PPMARTOB1,MARTOB,Martinella,obovata,Bignoniaceae,1,Panama Pacifico
PPMARTOB2,MARTOB,Martinella,obovata,Bignoniaceae,1,Panama Pacifico
PPMARTOB3,MARTOB,Martinella,obovata,Bignoniaceae,1,Panama Pacifico
PPMARTOB4,MARTOB,Martinella,obovata,Bignoniaceae,1,Panama Pacifico
PPMARTOB5,MARTOB,Martinella,obovata,Bignoniaceae,1,Panama Pacifico
PPMARTOB6,MARTOB,Martinella,obovata,Bignoniaceae,1,Panama Pacifico
PPARRAFL1,ARRAFL,Arrabidaea,florida,Bignoniaceae,1,Panama Pacifico
PPARRAFL2,ARRAFL,Arrabidaea,florida,Bignoniaceae,1,Panama Pacifico
PPARRAFL3,ARRAFL,Arrabidaea,florida,Bignoniaceae,1,Panama Pacifico
PPARRAFL4,ARRAFL,Arrabidaea,florida,Bignoniaceae,1,Panama Pacifico
PPARRAFL5,ARRAFL,Arrabidaea,florida,Bignoniaceae,1,Panama Pacifico
PPARRAFL6,ARRAFL,Arrabidaea,florida,Bignoniaceae,1,Panama Pacifico
PMPAR1PY1,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Metropolitano
PMPAR1PY2,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Metropolitano
PMPAR1PY3,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Metropolitano
PMPAR1PY4,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Metropolitano
PMPAR1PY5,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Metropolitano
PMPAR1PY6,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Metropolitano
PMCALLLA1,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Metropolitano
PMCALLLA2,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Metropolitano
PMCALLLA3,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Metropolitano
PMCALLLA4,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Metropolitano
PMCALLLA5,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Metropolitano
PMCALLLA6,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Metropolitano
PMPHRYCO1,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Metropolitano
PMPHRYCO2,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Metropolitano
PMPHRYCO3,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Metropolitano
PMPHRYCO4,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Metropolitano
PMPHRYCO5,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Metropolitano
PMPHRYCO6,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Metropolitano
PMTYNNCR1,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Metropolitano
PMTYNNCR2,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Metropolitano
PMTYNNCR3,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Metropolitano
PMTYNNCR4,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Metropolitano
PMTYNNCR5,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Metropolitano
PMTYNNCR6,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Metropolitano
PMSTIZRI1,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Metropolitano
PMSTIZRI2,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Metropolitano
PMSTIZRI3,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Metropolitano
PMSTIZRI4,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Metropolitano
PMSTIZRI5,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Metropolitano
PMSTIZRI6,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Metropolitano
PMANEMOR1,ANEMOR,Anemopaegma,orbiculatum,Bignoniaceae,0,Metropolitano
PMANEMOR2,ANEMOR,Anemopaegma,orbiculatum,Bignoniaceae,0,Metropolitano
PMANEMOR3,ANEMOR,Anemopaegma,orbiculatum,Bignoniaceae,0,Metropolitano
PMANEMOR4,ANEMOR,Anemopaegma,orbiculatum,Bignoniaceae,0,Metropolitano
PMANEMOR5,ANEMOR,Anemopaegma,orbiculatum,Bignoniaceae,0,Metropolitano
PMANEMOR6,ANEMOR,Anemopaegma,orbiculatum,Bignoniaceae,0,Metropolitano
PMARRAVE1,ARRAVE,Arrabidaea,verrucosa,Bignoniaceae,1,Metropolitano
PMARRAVE2,ARRAVE,Arrabidaea,verrucosa,Bignoniaceae,1,Metropolitano
PMARRAVE3,ARRAVE,Arrabidaea,verrucosa,Bignoniaceae,1,Metropolitano
PMARRAVE4,ARRAVE,Arrabidaea,verrucosa,Bignoniaceae,1,Metropolitano
PMARRAVE5,ARRAVE,Arrabidaea,verrucosa,Bignoniaceae,1,Metropolitano
PMARRAVE6,ARRAVE,Arrabidaea,verrucosa,Bignoniaceae,1,Metropolitano
ANPHRYCO1,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,ANAM
ANPHRYCO2,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,ANAM
ANPHRYCO3,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,ANAM
ANPHRYCO4,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,ANAM
ANPHRYCO5,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,ANAM
ANPHRYCO6,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,ANAM
ANPLEOVA1,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,ANAM
ANPLEOVA2,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,ANAM
ANPLEOVA3,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,ANAM
ANPLEOVA4,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,ANAM
ANPLEOVA5,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,ANAM
ANPLEOVA6,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,ANAM
CHCALLLA1,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Charco
CHCALLLA2,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Charco
CHCALLLA3,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Charco
CHCALLLA4,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Charco
CHCALLLA5,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Charco
CHCALLLA6,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Charco
CHPHRYCO1,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Charco
CHPHRYCO2,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Charco
CHPHRYCO3,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Charco
CHPHRYCO4,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Charco
CHPHRYCO5,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Charco
CHPHRYCO6,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Charco
CHARRAFL1,ARRAFL,Arrabidaea,florida,Bignoniaceae,1,Charco
CHARRAFL2,ARRAFL,Arrabidaea,florida,Bignoniaceae,1,Charco
CHARRAFL3,ARRAFL,Arrabidaea,florida,Bignoniaceae,1,Charco
CHARRAFL4,ARRAFL,Arrabidaea,florida,Bignoniaceae,1,Charco
CHARRAFL5,ARRAFL,Arrabidaea,florida,Bignoniaceae,1,Charco
CHARRAFL6,ARRAFL,Arrabidaea,florida,Bignoniaceae,1,Charco
CHPAR1PY1,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Charco
CHPAR1PY2,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Charco
CHPAR1PY3,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Charco
CHPAR1PY4,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Charco
CHPAR1PY5,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Charco
CHPAR1PY6,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Charco
CHPLEOVA1,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Charco
CHPLEOVA2,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Charco
CHPLEOVA3,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Charco
CHPLEOVA4,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Charco
CHPLEOVA5,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Charco
CHPLEOVA6,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Charco
OLSTIZRI1,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Oleoducto
OLSTIZRI2,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Oleoducto
OLSTIZRI3,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Oleoducto
OLSTIZRI4,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Oleoducto
OLSTIZRI5,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Oleoducto
OLSTIZRI6,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Oleoducto
OLPAR1PY1,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Oleoducto
OLPAR1PY2,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Oleoducto
OLPAR1PY3,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Oleoducto
OLPAR1PY4,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Oleoducto
OLPAR1PY5,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Oleoducto
OLPAR1PY6,PAR1PY,Paragonia,pyramidata,Bignoniaceae,1,Oleoducto
OLPHRYCO1,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Oleoducto
OLPHRYCO2,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Oleoducto
OLPHRYCO3,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Oleoducto
OLPHRYCO4,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Oleoducto
OLPHRYCO5,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Oleoducto
OLPHRYCO6,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Oleoducto
BVMANSKE1,MANSKE,Mansoa,kerere,Bignoniaceae,1,Buena Vista
BVMANSKE2,MANSKE,Mansoa,kerere,Bignoniaceae,1,Buena Vista
BVMANSKE3,MANSKE,Mansoa,kerere,Bignoniaceae,1,Buena Vista
BVMANSKE4,MANSKE,Mansoa,kerere,Bignoniaceae,1,Buena Vista
BVMANSKE5,MANSKE,Mansoa,kerere,Bignoniaceae,1,Buena Vista
BVMANSKE6,MANSKE,Mansoa,kerere,Bignoniaceae,1,Buena Vista
BVPHRYCO1,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Buena Vista
BVPHRYCO2,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Buena Vista
BVPHRYCO3,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Buena Vista
BVPHRYCO4,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Buena Vista
BVPHRYCO5,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Buena Vista
BVPHRYCO6,PHRYCO,Phryganocydia,corymbosa,Bignoniaceae,1,Buena Vista
BVMACFUN1,MACFUN,Macfadyena,unguis-cati,Bignoniaceae,1,Buena Vista
BVMACFUN2,MACFUN,Macfadyena,unguis-cati,Bignoniaceae,1,Buena Vista
BVMACFUN3,MACFUN,Macfadyena,unguis-cati,Bignoniaceae,1,Buena Vista
BVMACFUN4,MACFUN,Macfadyena,unguis-cati,Bignoniaceae,1,Buena Vista
BVMACFUN5,MACFUN,Macfadyena,unguis-cati,Bignoniaceae,1,Buena Vista
BVMACFUN6,MACFUN,Macfadyena,unguis-cati,Bignoniaceae,1,Buena Vista
BVPLEOVA1,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Buena Vista
BVPLEOVA2,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Buena Vista
BVPLEOVA3,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Buena Vista
BVPLEOVA4,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Buena Vista
BVPLEOVA5,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Buena Vista
BVPLEOVA6,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Buena Vista
SRCLYTBI1,CLYTBI,Clytostoma,binatum,Bignoniaceae,1,Santa Rita
SRCLYTBI2,CLYTBI,Clytostoma,binatum,Bignoniaceae,1,Santa Rita
SRCLYTBI3,CLYTBI,Clytostoma,binatum,Bignoniaceae,1,Santa Rita
SRCLYTBI4,CLYTBI,Clytostoma,binatum,Bignoniaceae,1,Santa Rita
SRCLYTBI5,CLYTBI,Clytostoma,binatum,Bignoniaceae,1,Santa Rita
SRCLYTBI6,CLYTBI,Clytostoma,binatum,Bignoniaceae,1,Santa Rita
BAR0376,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0378,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0388,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0389,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0393,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0439,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0454,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0469,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0512,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0514,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0519,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0575,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0577,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
BAR0579,PHRYCO,Bignonia,Bignonia corymbosa,Bignoniaceae,1,BAR
SHCORDBI1,CORDBI,Cordia,bicolor,Boraginaceae,0,Sherman
SHCORDBI2,CORDBI,Cordia,bicolor,Boraginaceae,0,Sherman
