ID_YPS,SPP,GENUS,SPECIES,FAMILY,LIANA,FOREST
SHCORDBI3,CORDBI,Cordia,bicolor,Boraginaceae,0,Sherman
SHCORDBI4,CORDBI,Cordia,bicolor,Boraginaceae,0,Sherman
SHCORDBI5,CORDBI,Cordia,bicolor,Boraginaceae,0,Sherman
SHCORDBI6,CORDBI,Cordia,bicolor,Boraginaceae,0,Sherman
PPPROTTE1,PROTTE,Protium,tenuifolium,Burseraceae,0,Panama Pacifico
PPPROTTE2,PROTTE,Protium,tenuifolium,Burseraceae,0,Panama Pacifico
PPPROTTE3,PROTTE,Protium,tenuifolium,Burseraceae,0,Panama Pacifico
PPPROTTE4,PROTTE,Protium,tenuifolium,Burseraceae,0,Panama Pacifico
PPPROTTE5,PROTTE,Protium,tenuifolium,Burseraceae,0,Panama Pacifico
PPPROTTE6,PROTTE,Protium,tenuifolium,Burseraceae,0,Panama Pacifico
CHPROTTE1,PROTTE,Protium,tenuifolium,Burseraceae,0,Charco
CHPROTTE2,PROTTE,Protium,tenuifolium,Burseraceae,0,Charco
CHPROTTE3,PROTTE,Protium,tenuifolium,Burseraceae,0,Charco
CHPROTTE4,PROTTE,Protium,tenuifolium,Burseraceae,0,Charco
CHPROTTE5,PROTTE,Protium,tenuifolium,Burseraceae,0,Charco
CHPROTTE6,PROTTE,Protium,tenuifolium,Burseraceae,0,Charco
OLPROTTE1,PROTTE,Protium,tenuifolium,Burseraceae,0,Oleoducto
OLPROTTE2,PROTTE,Protium,tenuifolium,Burseraceae,0,Oleoducto
OLPROTTE3,PROTTE,Protium,tenuifolium,Burseraceae,0,Oleoducto
OLPROTTE4,PROTTE,Protium,tenuifolium,Burseraceae,0,Oleoducto
OLPROTTE5,PROTTE,Protium,tenuifolium,Burseraceae,0,Oleoducto
OLPROTTE6,PROTTE,Protium,tenuifolium,Burseraceae,0,Oleoducto
OLTET2PA1,TET2PA,Tetragastris,panamensis,Burseraceae,0,Oleoducto
OLTET2PA2,TET2PA,Tetragastris,panamensis,Burseraceae,0,Oleoducto
OLTET2PA3,TET2PA,Tetragastris,panamensis,Burseraceae,0,Oleoducto
OLTET2PA4,TET2PA,Tetragastris,panamensis,Burseraceae,0,Oleoducto
OLTET2PA5,TET2PA,Tetragastris,panamensis,Burseraceae,0,Oleoducto
OLTET2PA6,TET2PA,Tetragastris,panamensis,Burseraceae,0,Oleoducto
BVTET2PA1,TET2PA,Tetragastris,panamensis,Burseraceae,0,Buena Vista
BVTET2PA2,TET2PA,Tetragastris,panamensis,Burseraceae,0,Buena Vista
BVTET2PA3,TET2PA,Tetragastris,panamensis,Burseraceae,0,Buena Vista
BVTET2PA4,TET2PA,Tetragastris,panamensis,Burseraceae,0,Buena Vista
BVTET2PA5,TET2PA,Tetragastris,panamensis,Burseraceae,0,Buena Vista
BVTET2PA6,TET2PA,Tetragastris,panamensis,Burseraceae,0,Buena Vista
BVPROTTE1,PROTTE,Protium,tenuifolium,Burseraceae,0,Buena Vista
BVPROTTE2,PROTTE,Protium,tenuifolium,Burseraceae,0,Buena Vista
BVPROTTE3,PROTTE,Protium,tenuifolium,Burseraceae,0,Buena Vista
BVPROTTE4,PROTTE,Protium,tenuifolium,Burseraceae,0,Buena Vista
BVPROTTE5,PROTTE,Protium,tenuifolium,Burseraceae,0,Buena Vista
BVPROTTE6,PROTTE,Protium,tenuifolium,Burseraceae,0,Buena Vista
BVPROTPA1,PROTPA,Protium,panamense,Burseraceae,0,Buena Vista
BVPROTPA2,PROTPA,Protium,panamense,Burseraceae,0,Buena Vista
BVPROTPA3,PROTPA,Protium,panamense,Burseraceae,0,Buena Vista
BVPROTPA4,PROTPA,Protium,panamense,Burseraceae,0,Buena Vista
BVPROTPA5,PROTPA,Protium,panamense,Burseraceae,0,Buena Vista
BVPROTPA6,PROTPA,Protium,panamense,Burseraceae,0,Buena Vista
SHPROTPA1,PROTPA,Protium,panamense,Burseraceae,0,Sherman
SHPROTPA2,PROTPA,Protium,panamense,Burseraceae,0,Sherman
SHPROTPA3,PROTPA,Protium,panamense,Burseraceae,0,Sherman
SHPROTPA4,PROTPA,Protium,panamense,Burseraceae,0,Sherman
SHPROTPA5,PROTPA,Protium,panamense,Burseraceae,0,Sherman
SHPROTPA6,PROTPA,Protium,panamense,Burseraceae,0,Sherman
BAR0001,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0002,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0003,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0004,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0006,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0010,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0014,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0015,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0016,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0017,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0019,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0020,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0021,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0022,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0029,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0032,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0035,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0036,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0037,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0038,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0041,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0046,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0054,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0056,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0057,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0065,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0084,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0106,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0176,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0178,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0179,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0186,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0187,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0188,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0190,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0194,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0217,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0227,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0245,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0250,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0265,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0280,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0314,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0321,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0326,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0365,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0437,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0442,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0445,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0451,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0452,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0455,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0465,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0467,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0534,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0541,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0545,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0549,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0554,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0556,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0557,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,BAR
BAR0563,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0567,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0569,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
BAR0570,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0585,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0589,PROTPA,Protium,Protium panamense,Burseraceae,0,BAR
BAR0590,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,BAR
PEA0077,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,PEA
PEA0120,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,PEA
PEA0123,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,PEA
PEA0130,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,PEA
PEA0131,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,PEA
PEA0161,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,PEA
PEA0201,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,PEA
PEA0218,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,PEA
PEA0223,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,PEA
PEA0238,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0239,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0240,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0241,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0242,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0243,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0245,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0246,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0247,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0273,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,PEA
PEA0277,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0280,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0281,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0282,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0283,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0284,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0285,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0286,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0287,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0288,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0289,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0290,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0291,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0292,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0317,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,PEA
PEA0324,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0325,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0326,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0327,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0328,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0343,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0344,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0347,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0349,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0350,TET2PA,Tetragastris,Tetragastris panamensis,Burseraceae,0,PEA
PEA0382,PROTTE,Protium,Protium tenuifolium,Burseraceae,0,PEA
PMCAPPIN1,CAPPIN,Capparis,indica,Capparaceae,0,Metropolitano
PMCAPPIN2,CAPPIN,Capparis,indica,Capparaceae,0,Metropolitano
PMCAPPIN3,CAPPIN,Capparis,indica,Capparaceae,0,Metropolitano
PMCAPPIN4,CAPPIN,Capparis,indica,Capparaceae,0,Metropolitano
PMCAPPIN5,CAPPIN,Capparis,indica,Capparaceae,0,Metropolitano
PMCAPPIN6,CAPPIN,Capparis,indica,Capparaceae,0,Metropolitano
BAR0018,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0024,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0030,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0031,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0050,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0058,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0066,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0067,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0202,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0203,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0210,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0211,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0212,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0275,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0276,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0278,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0279,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0281,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0282,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0283,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0290,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0292,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0293,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0381,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0382,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0384,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0387,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0576,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0580,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
BAR0581,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,BAR
PEA0006,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0009,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0029,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0104,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0109,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0122,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0184,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0220,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0261,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0262,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0296,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0301,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0304,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0371,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
PEA0383,CAPPFR,Capparidastrum,Capparidastrum frondosum,Capparaceae,0,PEA
BVMAYTSC1,MAYTSC,Maytenus,schippii,Celastraceae,0,Buena Vista
BVMAYTSC2,MAYTSC,Maytenus,schippii,Celastraceae,0,Buena Vista
BVMAYTSC3,MAYTSC,Maytenus,schippii,Celastraceae,0,Buena Vista
BVMAYTSC4,MAYTSC,Maytenus,schippii,Celastraceae,0,Buena Vista
BVMAYTSC5,MAYTSC,Maytenus,schippii,Celastraceae,0,Buena Vista
BVMAYTSC6,MAYTSC,Maytenus,schippii,Celastraceae,0,Buena Vista
BAR0081,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0088,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0103,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0104,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0111,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0112,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0113,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0114,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0115,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0116,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0119,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0133,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0139,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0167,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0168,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0169,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0170,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0171,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0172,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0173,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0214,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0223,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0224,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0234,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0236,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0260,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0267,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0272,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0285,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0286,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0305,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0325,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0464,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0466,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0474,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0475,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0476,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0477,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0478,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0479,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0480,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0481,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0482,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0483,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0484,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0486,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0487,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0489,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0490,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0491,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0492,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0493,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0494,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0495,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0496,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0497,HYLEPR,Hylenaea,Hylenaea praecelsa,Celastraceae,1,BAR
BAR0524,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0529,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0530,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0532,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0552,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0553,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0555,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0561,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
BAR0562,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,BAR
PEA0003,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0021,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0033,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0036,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0042,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0043,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0061,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0071,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0072,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0074,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0078,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0088,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0126,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0134,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0164,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0198,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0200,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0267,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0311,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0312,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PEA0348,PRI1AS,Prionostemma,Prionostemma asperum,Celastraceae,1,PEA
PPHIRTAM1,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,Panama Pacifico
PPHIRTAM2,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,Panama Pacifico
PPHIRTAM3,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,Panama Pacifico
PPHIRTAM4,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,Panama Pacifico
PPHIRTAM5,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,Panama Pacifico
PPHIRTAM6,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,Panama Pacifico
PMHIRTRA1,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Metropolitano
PMHIRTRA2,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Metropolitano
PMHIRTRA3,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Metropolitano
PMHIRTRA4,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Metropolitano
PMHIRTRA5,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Metropolitano
PMHIRTRA6,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Metropolitano
ANHIRTRA1,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,ANAM
ANHIRTRA2,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,ANAM
ANHIRTRA3,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,ANAM
ANHIRTRA4,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,ANAM
ANHIRTRA5,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,ANAM
ANHIRTRA6,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,ANAM
